Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
9/30/01,AQS,360610056,1,5.1,ug/m3 LC,21,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/1/01,AQS,360610056,1,9.1,ug/m3 LC,38,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/2/01,AQS,360610056,1,18.3,ug/m3 LC,64,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/3/01,AQS,360610056,1,31.1,ug/m3 LC,91,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/4/01,AQS,360610056,1,32.1,ug/m3 LC,93,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/7/01,AQS,360610056,1,5.1,ug/m3 LC,21,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/10/01,AQS,360610056,1,13.4,ug/m3 LC,54,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/13/01,AQS,360610056,1,20.5,ug/m3 LC,69,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/16/01,AQS,360610056,1,11.8,ug/m3 LC,49,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/19/01,AQS,360610056,1,15.6,ug/m3 LC,58,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/22/01,AQS,360610056,1,18.6,ug/m3 LC,65,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/25/01,AQS,360610056,1,15.8,ug/m3 LC,59,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/28/01,AQS,360610056,1,6.6,ug/m3 LC,28,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/31/01,AQS,360610056,1,10.2,ug/m3 LC,43,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/3/01,AQS,360610056,1,12,ug/m3 LC,50,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/6/01,AQS,360610056,1,6.7,ug/m3 LC,28,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/9/01,AQS,360610056,1,12.1,ug/m3 LC,51,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/12/01,AQS,360610056,1,11.5,ug/m3 LC,48,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/15/01,AQS,360610056,1,40.4,ug/m3 LC,113,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/18/01,AQS,360610056,1,17.2,ug/m3 LC,62,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/21/01,AQS,360610056,1,13,ug/m3 LC,53,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/24/01,AQS,360610056,1,19.2,ug/m3 LC,66,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/27/01,AQS,360610056,1,16.2,ug/m3 LC,60,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/30/01,AQS,360610056,1,26.6,ug/m3 LC,81,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/3/01,AQS,360610056,1,26.1,ug/m3 LC,80,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/6/01,AQS,360610056,1,22.1,ug/m3 LC,72,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/9/01,AQS,360610056,1,10.3,ug/m3 LC,43,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/12/01,AQS,360610056,1,19,ug/m3 LC,66,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/15/01,AQS,360610056,1,6.9,ug/m3 LC,29,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/18/01,AQS,360610056,1,10.6,ug/m3 LC,44,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/21/01,AQS,360610056,1,7.4,ug/m3 LC,31,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/24/01,AQS,360610056,1,15.6,ug/m3 LC,58,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/27/01,AQS,360610056,1,20.5,ug/m3 LC,69,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
12/30/01,AQS,360610056,1,13.5,ug/m3 LC,54,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/1/01,AQS,360610056,2,10.6,ug/m3 LC,44,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/4/01,AQS,360610056,2,32.8,ug/m3 LC,95,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/7/01,AQS,360610056,2,28.1,ug/m3 LC,85,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/10/01,AQS,360610056,2,17.2,ug/m3 LC,62,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/13/01,AQS,360610056,2,28.2,ug/m3 LC,85,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/16/01,AQS,360610056,2,26.8,ug/m3 LC,82,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/19/01,AQS,360610056,2,18,ug/m3 LC,63,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/22/01,AQS,360610056,2,27,ug/m3 LC,82,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/25/01,AQS,360610056,2,30.1,ug/m3 LC,89,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/28/01,AQS,360610056,2,15.2,ug/m3 LC,58,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
1/31/01,AQS,360610056,2,30.8,ug/m3 LC,90,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
2/3/01,AQS,360610056,2,9.3,ug/m3 LC,39,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
2/6/01,AQS,360610056,2,28.2,ug/m3 LC,85,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
2/9/01,AQS,360610056,2,38.2,ug/m3 LC,108,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
2/12/01,AQS,360610056,2,13.3,ug/m3 LC,54,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
2/15/01,AQS,360610056,2,16.5,ug/m3 LC,60,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
2/18/01,AQS,360610056,2,12.4,ug/m3 LC,52,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
2/21/01,AQS,360610056,2,17.1,ug/m3 LC,62,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
2/24/01,AQS,360610056,2,17.4,ug/m3 LC,62,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
2/27/01,AQS,360610056,2,18.6,ug/m3 LC,65,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/2/01,AQS,360610056,2,31,ug/m3 LC,91,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/5/01,AQS,360610056,2,11.2,ug/m3 LC,47,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/8/01,AQS,360610056,2,20.6,ug/m3 LC,69,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/11/01,AQS,360610056,2,20.5,ug/m3 LC,69,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/14/01,AQS,360610056,2,16.5,ug/m3 LC,60,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/17/01,AQS,360610056,2,23.3,ug/m3 LC,75,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/20/01,AQS,360610056,2,12.6,ug/m3 LC,52,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/23/01,AQS,360610056,2,10,ug/m3 LC,42,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/26/01,AQS,360610056,2,21.2,ug/m3 LC,70,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
3/29/01,AQS,360610056,2,29,ug/m3 LC,87,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/1/01,AQS,360610056,2,22.3,ug/m3 LC,72,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/4/01,AQS,360610056,2,12.6,ug/m3 LC,52,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/7/01,AQS,360610056,2,24.3,ug/m3 LC,77,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/10/01,AQS,360610056,2,14.3,ug/m3 LC,56,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/13/01,AQS,360610056,2,19.1,ug/m3 LC,66,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/16/01,AQS,360610056,2,10.4,ug/m3 LC,43,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/19/01,AQS,360610056,2,10.4,ug/m3 LC,43,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/22/01,AQS,360610056,2,28.1,ug/m3 LC,85,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/25/01,AQS,360610056,2,8,ug/m3 LC,33,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
4/28/01,AQS,360610056,2,7.9,ug/m3 LC,33,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
5/1/01,AQS,360610056,2,24.3,ug/m3 LC,77,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
5/4/01,AQS,360610056,2,39.8,ug/m3 LC,112,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
5/7/01,AQS,360610056,2,7.6,ug/m3 LC,32,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
5/10/01,AQS,360610056,2,17.6,ug/m3 LC,63,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
5/13/01,AQS,360610056,2,4.3,ug/m3 LC,18,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
5/16/01,AQS,360610056,2,9.4,ug/m3 LC,39,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
5/19/01,AQS,360610056,2,26.5,ug/m3 LC,81,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
5/28/01,AQS,360610056,2,14.8,ug/m3 LC,57,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
5/31/01,AQS,360610056,2,8.3,ug/m3 LC,35,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/3/01,AQS,360610056,2,13.1,ug/m3 LC,53,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/6/01,AQS,360610056,2,11.5,ug/m3 LC,48,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/9/01,AQS,360610056,2,8.4,ug/m3 LC,35,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/12/01,AQS,360610056,2,22.1,ug/m3 LC,72,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/15/01,AQS,360610056,2,21.4,ug/m3 LC,71,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/18/01,AQS,360610056,2,14.1,ug/m3 LC,55,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/21/01,AQS,360610056,2,27.6,ug/m3 LC,84,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/24/01,AQS,360610056,2,7.2,ug/m3 LC,30,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/27/01,AQS,360610056,2,30.7,ug/m3 LC,90,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
6/30/01,AQS,360610056,2,52.6,ug/m3 LC,143,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/3/01,AQS,360610056,2,12.8,ug/m3 LC,52,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/6/01,AQS,360610056,2,7.4,ug/m3 LC,31,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/9/01,AQS,360610056,2,32.2,ug/m3 LC,93,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/12/01,AQS,360610056,2,9,ug/m3 LC,38,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/15/01,AQS,360610056,2,5.6,ug/m3 LC,23,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/18/01,AQS,360610056,2,25.2,ug/m3 LC,79,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/21/01,AQS,360610056,2,17.1,ug/m3 LC,62,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/24/01,AQS,360610056,2,23.8,ug/m3 LC,76,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/27/01,AQS,360610056,2,7.2,ug/m3 LC,30,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
7/30/01,AQS,360610056,2,9.1,ug/m3 LC,38,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/2/01,AQS,360610056,2,21.7,ug/m3 LC,71,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/5/01,AQS,360610056,2,28,ug/m3 LC,84,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/8/01,AQS,360610056,2,26.6,ug/m3 LC,81,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/11/01,AQS,360610056,2,19.5,ug/m3 LC,67,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/14/01,AQS,360610056,2,20.1,ug/m3 LC,68,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/17/01,AQS,360610056,2,25.4,ug/m3 LC,79,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/20/01,AQS,360610056,2,25.9,ug/m3 LC,80,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/23/01,AQS,360610056,2,36.2,ug/m3 LC,103,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/26/01,AQS,360610056,2,7.5,ug/m3 LC,31,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
8/29/01,AQS,360610056,2,14.1,ug/m3 LC,55,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
9/1/01,AQS,360610056,2,8.7,ug/m3 LC,36,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
9/4/01,AQS,360610056,2,18.8,ug/m3 LC,65,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
9/7/01,AQS,360610056,2,19,ug/m3 LC,66,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
9/10/01,AQS,360610056,2,8.3,ug/m3 LC,35,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/7/01,AQS,360610056,2,5.3,ug/m3 LC,22,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/10/01,AQS,360610056,2,13,ug/m3 LC,53,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/13/01,AQS,360610056,2,20.3,ug/m3 LC,68,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/16/01,AQS,360610056,2,10,ug/m3 LC,42,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/19/01,AQS,360610056,2,14.9,ug/m3 LC,57,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/22/01,AQS,360610056,2,18,ug/m3 LC,63,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/25/01,AQS,360610056,2,14.6,ug/m3 LC,56,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/28/01,AQS,360610056,2,6.3,ug/m3 LC,26,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
10/31/01,AQS,360610056,2,10,ug/m3 LC,42,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/3/01,AQS,360610056,2,11.7,ug/m3 LC,49,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/6/01,AQS,360610056,2,7.3,ug/m3 LC,30,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/9/01,AQS,360610056,2,12,ug/m3 LC,50,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/12/01,AQS,360610056,2,11.5,ug/m3 LC,48,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
11/15/01,AQS,360610056,2,40.4,ug/m3 LC,113,PS 59,1,100,88101,PM2.5 - Local Conditions,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.75912,-73.96661
