Date,Price,Open,High,Low,Vol.,Change %
4/12/06,"11,129.97","11,089.47","11,144.14","11,087.47",212.59M,0.36%
4/13/06,"11,137.65","11,130.13","11,178.40","11,105.80",230.87M,0.07%
4/17/06,"11,073.78","11,137.33","11,159.99","11,039.12",239.73M,-0.57%
4/18/06,"11,268.77","11,074.58","11,280.45","11,074.58",309.66M,1.76%
4/19/06,"11,278.77","11,265.40","11,302.95","11,236.19",292.28M,0.09%
4/20/06,"11,342.89","11,278.53","11,384.11","11,275.05",336.42M,0.57%
4/21/06,"11,347.45","11,343.45","11,405.88","11,316.79",325.09M,0.04%
4/24/06,"11,336.32","11,346.81","11,359.70","11,305.83",232.00M,-0.10%
4/25/06,"11,283.25","11,336.56","11,355.37","11,260.84",289.23M,-0.47%
4/26/06,"11,354.49","11,283.25","11,379.87","11,282.77",270.27M,0.63%
4/27/06,"11,382.51","11,349.53","11,416.93","11,275.30",361.74M,0.25%
4/28/06,"11,367.14","11,358.33","11,417.66","11,347.21",738.44M,-0.14%
5/1/06,"11,343.29","11,367.78","11,428.37","11,329.44",365.97M,-0.21%
5/2/06,"11,416.45","11,345.21","11,427.65","11,345.13",335.42M,0.64%
5/3/06,"11,400.28","11,414.69","11,424.93","11,362.42",380.54M,-0.14%
5/4/06,"11,438.86","11,401.80","11,463.11","11,401.80",333.94M,0.34%
5/5/06,"11,577.74","11,440.62","11,586.38","11,440.62",338.91M,1.21%
5/8/06,"11,584.54","11,576.37","11,603.59","11,561.97",309.92M,0.06%
5/9/06,"11,639.77","11,584.62","11,640.73","11,572.05",263.25M,0.48%
5/10/06,"11,642.65","11,630.48","11,670.19","11,595.18",284.53M,0.02%
5/11/06,"11,500.73","11,639.29","11,639.45","11,479.44",322.51M,-1.22%
5/12/06,"11,380.99","11,500.01","11,500.01","11,374.74",321.24M,-1.04%
5/15/06,"11,428.77","11,380.43","11,435.34","11,333.04",300.54M,0.42%
5/16/06,"11,419.89","11,428.21","11,460.55","11,392.67",307.17M,-0.08%
5/17/06,"11,205.61","11,410.13","11,410.13","11,174.38",399.46M,-1.88%
5/18/06,"11,128.29","11,206.17","11,247.39","11,127.09",338.30M,-0.69%
5/19/06,"11,144.06","11,124.37","11,180.29","11,075.22",485.50M,0.14%
5/22/06,"11,125.33","11,143.42","11,175.35","11,040.07",340.59M,-0.17%
5/23/06,"11,098.35","11,126.29","11,202.65","11,097.31",315.86M,-0.24%
5/24/06,"11,117.32","11,100.11","11,168.24","11,030.47",403.41M,0.17%
5/25/06,"11,211.05","11,114.96","11,214.98","11,114.96",295.35M,0.84%
5/26/06,"11,278.61","11,211.69","11,283.49","11,211.54",240.33M,0.60%
5/30/06,"11,094.43","11,277.25","11,278.13","11,094.35",261.26M,-1.63%
5/31/06,"11,168.31","11,091.15","11,183.04","11,085.38",353.66M,0.67%
6/1/06,"11,260.28","11,169.03","11,270.21","11,150.07",295.15M,0.82%
6/2/06,"11,247.87","11,260.52","11,285.82","11,191.53",268.64M,-0.11%
6/5/06,"11,048.72","11,247.55","11,248.79","11,040.24",254.99M,-1.77%
6/6/06,"11,002.14","11,048.24","11,094.26","10,926.42",385.87M,-0.42%
6/7/06,"10,930.90","11,002.06","11,077.38","10,928.34",333.49M,-0.65%
6/8/06,"10,938.82","10,929.70","10,964.68","10,757.55",442.15M,0.07%
6/9/06,"10,891.92","10,939.14","10,976.20","10,871.59",272.93M,-0.43%
6/12/06,"10,792.58","10,892.00","10,927.12","10,790.26",272.49M,-0.91%
6/13/06,"10,706.14","10,783.14","10,862.30","10,700.93",399.22M,-0.80%
6/14/06,"10,816.92","10,706.78","10,817.00","10,698.85",355.62M,1.03%
6/15/06,"11,015.19","10,817.48","11,036.48","10,817.48",358.87M,1.83%
6/16/06,"11,014.55","11,014.38","11,045.20","10,984.13",451.93M,-0.01%
6/19/06,"10,942.11","11,014.87","11,057.61","10,907.29",332.70M,-0.66%
6/20/06,"10,974.84","10,942.03","11,029.83","10,938.42",274.07M,0.30%
6/21/06,"11,079.46","10,975.24","11,131.73","10,971.72",309.29M,0.95%
6/22/06,"11,019.11","11,077.78","11,077.78","10,986.14",250.46M,-0.54%
6/23/06,"10,989.09","11,019.19","11,074.26","10,973.40",221.94M,-0.27%
6/26/06,"11,045.28","10,990.29","11,048.72","10,973.72",202.77M,0.51%
6/27/06,"10,924.74","11,048.24","11,064.09","10,920.73",269.01M,-1.09%
6/28/06,"10,973.56","10,925.30","10,981.25","10,902.48",260.24M,0.45%
6/29/06,"11,190.80","10,974.36","11,195.54","10,974.36",337.83M,1.98%
6/30/06,"11,150.22","11,190.80","11,235.63","11,150.06",365.67M,-0.36%
7/3/06,"11,228.02","11,149.34","11,231.30","11,149.34",134.79M,0.70%
7/5/06,"11,151.82","11,225.06","11,225.06","11,123.32",248.32M,-0.68%
7/6/06,"11,225.30","11,147.12","11,257.08","11,147.12",224.52M,0.66%
7/7/06,"11,090.67","11,224.18","11,224.18","11,066.01",253.73M,-1.20%
7/10/06,"11,103.55","11,091.71","11,174.47","11,090.04",207.74M,0.12%
7/11/06,"11,134.77","11,102.59","11,151.18","11,027.99",298.13M,0.28%
7/12/06,"11,013.18","11,133.97","11,149.96","10,995.97",266.32M,-1.09%
7/13/06,"10,846.29","11,012.62","11,012.62","10,832.93",328.78M,-1.52%
7/14/06,"10,739.35","10,846.53","10,848.37","10,701.34",312.08M,-0.99%
7/17/06,"10,747.36","10,739.35","10,802.67","10,714.71",251.64M,0.07%
7/18/06,"10,799.23","10,745.84","10,813.79","10,683.32",288.86M,0.48%
7/19/06,"11,011.42","10,797.39","11,038.48","10,797.39",343.40M,1.96%
7/20/06,"10,928.10","11,007.26","11,037.28","10,924.98",336.30M,-0.76%
7/21/06,"10,868.38","10,937.94","10,951.77","10,838.85",433.24M,-0.55%
7/24/06,"11,051.05","10,868.70","11,065.95","10,868.62",269.37M,1.68%
7/25/06,"11,103.71","11,051.05","11,133.81","10,999.90",281.84M,0.48%
7/26/06,"11,102.51","11,102.91","11,157.82","11,048.16",287.17M,-0.01%
7/27/06,"11,100.43","11,104.19","11,187.76","11,087.55",286.53M,-0.02%
7/28/06,"11,219.70","11,102.11","11,243.31","11,102.03",269.73M,1.07%
7/31/06,"11,185.68","11,218.90","11,219.06","11,178.32",226.19M,-0.30%
8/1/06,"11,125.73","11,184.80","11,185.28","11,083.86",199.15M,-0.54%
8/2/06,"11,199.93","11,125.57","11,229.46","11,125.25",229.41M,0.67%
8/3/06,"11,242.59","11,195.28","11,269.49","11,144.46",211.89M,0.38%
8/4/06,"11,240.35","11,244.59","11,344.17","11,187.36",210.41M,-0.02%
8/7/06,"11,219.38","11,239.47","11,245.95","11,190.56",169.71M,-0.19%
8/8/06,"11,173.59","11,218.18","11,276.29","11,141.82",212.27M,-0.41%
8/9/06,"11,076.18","11,168.47","11,250.84","11,068.57",231.27M,-0.87%
8/10/06,"11,124.37","11,073.14","11,143.98","11,044.72",211.27M,0.44%
8/11/06,"11,088.03","11,121.16","11,121.16","11,042.64",166.87M,-0.33%
8/14/06,"11,097.87","11,089.07","11,202.73","11,079.78",205.83M,0.09%
8/15/06,"11,230.26","11,098.03","11,234.27","11,098.03",208.75M,1.19%
8/16/06,"11,327.12","11,224.91","11,340.80","11,224.91",219.19M,0.86%
8/17/06,"11,334.96","11,327.36","11,372.42","11,298.38",243.00M,0.07%
8/18/06,"11,381.47","11,333.76","11,381.47","11,317.67",282.66M,0.41%
8/21/06,"11,345.05","11,380.67","11,380.99","11,321.99",196.22M,-0.32%
8/22/06,"11,339.84","11,344.41","11,383.71","11,303.34",213.69M,-0.05%
8/23/06,"11,297.90","11,337.12","11,370.82","11,264.04",170.41M,-0.37%
8/24/06,"11,304.46","11,297.82","11,334.72","11,273.89",170.71M,0.06%
8/25/06,"11,284.05","11,301.22","11,317.43","11,260.28",150.20M,-0.18%
8/28/06,"11,352.01","11,285.33","11,387.79","11,273.49",180.81M,0.60%
8/29/06,"11,369.94","11,352.65","11,379.55","11,299.58",198.62M,0.16%
8/30/06,"11,382.91","11,365.98","11,407.08","11,355.69",180.10M,0.11%
8/31/06,"11,381.15","11,383.47","11,405.32","11,369.78",156.96M,-0.02%
9/1/06,"11,464.15","11,382.75","11,476.48","11,382.75",168.01M,0.73%
9/5/06,"11,469.28","11,461.83","11,488.17","11,438.06",184.96M,0.04%
9/6/06,"11,406.20","11,466.23","11,466.23","11,395.15",190.99M,-0.55%
9/7/06,"11,331.44","11,405.16","11,405.24","11,323.84",213.67M,-0.66%
9/8/06,"11,392.11","11,332.24","11,402.84","11,331.04",161.65M,0.54%
9/11/06,"11,396.84","11,389.87","11,421.25","11,342.17",216.00M,0.04%
9/12/06,"11,498.09","11,396.12","11,512.98","11,395.71",237.29M,0.89%
9/13/06,"11,543.32","11,487.69","11,567.25","11,476.16",214.19M,0.39%
9/14/06,"11,527.39","11,543.40","11,549.08","11,495.37",203.78M,-0.14%
9/15/06,"11,560.77","11,528.75","11,613.51","11,528.75",365.45M,0.29%
9/18/06,"11,555.00","11,559.97","11,588.38","11,528.11",192.68M,-0.05%
9/19/06,"11,540.91","11,554.60","11,562.05","11,480.56",178.88M,-0.12%
9/20/06,"11,613.19","11,542.28","11,628.88","11,542.20",226.39M,0.63%
9/21/06,"11,533.23","11,611.67","11,630.56","11,501.77",241.37M,-0.69%
9/22/06,"11,508.10","11,532.91","11,533.07","11,474.56",198.48M,-0.22%
9/25/06,"11,575.81","11,509.30","11,616.48","11,486.00",267.99M,0.59%
9/26/06,"11,669.39","11,575.73","11,670.27","11,567.65",283.67M,0.81%
9/27/06,"11,689.24","11,670.19","11,720.77","11,659.62",296.89M,0.17%
9/28/06,"11,718.45","11,689.40","11,728.46","11,660.42",236.50M,0.25%
9/29/06,"11,679.07","11,718.05","11,741.99","11,677.79",216.04M,-0.34%
10/2/06,"11,670.35","11,678.99","11,726.94","11,658.66",198.01M,-0.07%
10/3/06,"11,727.34","11,670.11","11,758.95","11,653.06",230.57M,0.49%
10/4/06,"11,850.61","11,722.94","11,851.25","11,707.49",281.86M,1.05%
10/5/06,"11,866.69","11,844.38","11,870.06","11,821.23",253.55M,0.14%
10/6/06,"11,850.21","11,865.49","11,865.57","11,800.50",242.99M,-0.14%
10/9/06,"11,857.81","11,849.56","11,872.94","11,813.22",177.94M,0.06%
10/10/06,"11,867.17","11,857.73","11,877.90","11,829.71",227.21M,0.08%
10/11/06,"11,852.13","11,865.49","11,875.98","11,794.17",256.04M,-0.13%
10/12/06,"11,947.70","11,854.13","11,959.63","11,854.05",291.01M,0.81%
10/13/06,"11,960.51","11,947.22","11,960.51","11,908.80",295.10M,0.11%
10/16/06,"11,980.60","11,961.31","11,997.25","11,945.54",217.43M,0.17%
10/17/06,"11,950.02","11,977.40","11,979.08","11,887.19",238.13M,-0.26%
10/18/06,"11,992.68","11,947.62","12,049.51","11,947.62",276.35M,0.36%
10/19/06,"12,011.73","11,988.92","12,027.74","11,966.91",260.15M,0.16%
10/20/06,"12,002.37","12,013.01","12,048.87","11,941.94",313.84M,-0.08%
10/23/06,"12,116.91","12,001.33","12,125.16","11,971.79",288.78M,0.95%
10/24/06,"12,127.88","12,116.51","12,133.80","12,079.05",257.65M,0.09%
10/25/06,"12,134.68","12,127.24","12,147.97","12,081.77",238.47M,0.06%
10/26/06,"12,163.66","12,134.84","12,167.02","12,096.10",237.16M,0.24%
10/27/06,"12,090.26","12,164.78","12,164.86","12,073.53",277.34M,-0.60%
10/30/06,"12,086.50","12,089.14","12,117.23","12,049.92",206.24M,-0.03%
10/31/06,"12,080.73","12,086.18","12,113.39","12,025.34",277.41M,-0.05%
11/1/06,"12,031.02","12,080.25","12,123.96","12,007.17",245.72M,-0.41%
11/2/06,"12,018.54","12,023.98","12,032.55","11,979.00",222.14M,-0.10%
11/3/06,"11,986.04","12,018.30","12,061.52","11,965.31",197.74M,-0.27%
11/6/06,"12,105.55","11,985.16","12,117.71","11,984.76",211.25M,1.00%
11/7/06,"12,156.77","12,104.75","12,196.32","12,101.06",222.40M,0.42%
11/8/06,"12,176.54","12,147.38","12,193.75","12,102.90",252.65M,0.16%
11/9/06,"12,103.30","12,174.70","12,187.03","12,090.10",275.34M,-0.60%
11/10/06,"12,108.43","12,102.74","12,127.08","12,074.01",204.44M,0.04%
11/13/06,"12,131.88","12,097.70","12,164.70","12,084.81",194.05M,0.19%
11/14/06,"12,218.01","12,132.44","12,228.01","12,084.97",255.30M,0.71%
11/15/06,"12,251.71","12,214.37","12,291.73","12,205.76",258.84M,0.28%
11/16/06,"12,305.82","12,250.05","12,325.91","12,250.05",223.35M,0.44%
11/17/06,"12,342.56","12,304.62","12,342.56","12,277.40",285.11M,0.30%
11/20/06,"12,316.54","12,340.71","12,355.23","12,302.52",228.96M,-0.21%
11/21/06,"12,321.59","12,312.13","12,339.85","12,296.03",216.66M,0.04%
11/22/06,"12,326.95","12,321.91","12,361.00","12,302.76",177.74M,0.04%
11/24/06,"12,280.17","12,321.71","12,324.11","12,258.86",77.63M,-0.38%
11/27/06,"12,121.71","12,279.13","12,279.53","12,110.81",236.74M,-1.29%
11/28/06,"12,136.45","12,118.94","12,149.19","12,072.60",222.63M,0.12%
11/29/06,"12,226.73","12,134.40","12,240.67","12,134.40",219.27M,0.74%
11/30/06,"12,221.93","12,226.73","12,275.12","12,162.48",294.89M,-0.04%
12/1/06,"12,194.13","12,220.97","12,248.04","12,089.98",275.41M,-0.23%
12/4/06,"12,283.85","12,195.57","12,309.97","12,195.57",270.63M,0.74%
12/5/06,"12,331.60","12,283.69","12,335.37","12,276.08",233.17M,0.39%
12/6/06,"12,309.25","12,328.72","12,335.45","12,294.83",220.84M,-0.18%
12/7/06,"12,278.41","12,310.13","12,360.76","12,264.47",212.23M,-0.25%
12/8/06,"12,307.49","12,278.41","12,332.88","12,243.08",240.80M,0.24%
12/11/06,"12,328.48","12,306.21","12,354.59","12,297.63",213.85M,0.17%
12/12/06,"12,315.58","12,328.24","12,333.92","12,252.05",248.14M,-0.10%
12/13/06,"12,317.50","12,312.71","12,368.61","12,301.56",213.52M,0.02%
12/14/06,"12,416.76","12,317.50","12,431.26","12,307.01",253.90M,0.81%
12/15/06,"12,445.52","12,417.96","12,486.30","12,417.88",417.75M,0.23%
12/18/06,"12,441.27","12,446.24","12,490.70","12,428.94",237.31M,-0.03%
12/19/06,"12,471.32","12,439.51","12,491.91","12,397.61",233.45M,0.24%
12/20/06,"12,463.87","12,471.32","12,498.47","12,456.58",193.30M,-0.06%
12/21/06,"12,421.25","12,461.62","12,483.73","12,396.01",192.09M,-0.34%
12/22/06,"12,343.22","12,413.08","12,420.21","12,341.70",138.05M,-0.63%
12/26/06,"12,407.63","12,341.94","12,418.20","12,337.05",110.21M,0.52%
12/27/06,"12,510.57","12,408.43","12,519.22","12,407.79",143.65M,0.83%
12/28/06,"12,501.52","12,510.57","12,529.88","12,478.13",126.74M,-0.07%
12/29/06,"12,463.15","12,500.48","12,526.03","12,451.13",161.56M,-0.31%
1/3/07,"12,474.52","12,459.54","12,580.35","12,404.82",327.20M,0.09%
1/4/07,"12,480.69","12,473.16","12,510.41","12,403.86",259.06M,0.05%
1/5/07,"12,398.01","12,480.05","12,480.13","12,365.41",235.22M,-0.66%
1/8/07,"12,423.49","12,392.01","12,445.92","12,337.37",223.50M,0.21%
1/9/07,"12,416.60","12,424.77","12,466.43","12,369.17",225.16M,-0.06%
1/10/07,"12,442.16","12,417.00","12,451.61","12,355.63",226.57M,0.21%
1/11/07,"12,514.98","12,442.96","12,544.46","12,442.96",261.72M,0.59%
1/12/07,"12,556.08","12,514.66","12,561.04","12,489.66",256.53M,0.33%
1/16/07,"12,582.59","12,555.84","12,585.08","12,538.93",242.72M,0.21%
1/17/07,"12,577.15","12,571.46","12,614.00","12,550.55",272.72M,-0.04%
1/18/07,"12,567.93","12,575.06","12,611.91","12,547.34",250.69M,-0.07%
1/19/07,"12,565.53","12,567.93","12,586.84","12,523.55",287.48M,-0.02%
1/22/07,"12,477.16","12,566.33","12,572.58","12,450.89",240.59M,-0.70%
1/23/07,"12,533.80","12,477.81","12,554.23","12,468.35",236.76M,0.45%
1/24/07,"12,621.77","12,534.37","12,623.45","12,531.08",216.92M,0.70%
1/25/07,"12,502.56","12,621.77","12,622.65","12,487.34",245.78M,-0.94%
1/26/07,"12,487.02","12,503.28","12,539.09","12,431.34",247.02M,-0.12%
1/29/07,"12,490.78","12,487.10","12,542.70","12,481.49",234.51M,0.03%
1/30/07,"12,523.31","12,492.23","12,538.45","12,459.46",244.04M,0.26%
1/31/07,"12,621.69","12,520.03","12,657.02","12,505.20",258.41M,0.79%
2/1/07,"12,673.68","12,617.20","12,682.57","12,616.08",235.13M,0.41%
2/2/07,"12,653.49","12,673.84","12,683.93","12,638.35",203.61M,-0.16%
2/5/07,"12,661.74","12,653.41","12,681.21","12,629.86",204.14M,0.07%
2/6/07,"12,666.31","12,661.66","12,680.57","12,633.94",201.00M,0.04%
2/7/07,"12,666.87","12,656.86","12,700.28","12,630.50",194.02M,0.00%
2/8/07,"12,637.63","12,665.67","12,665.83","12,575.86",193.82M,-0.23%
2/9/07,"12,580.83","12,638.03","12,675.68","12,545.10",220.33M,-0.45%
2/12/07,"12,552.55","12,580.11","12,607.51","12,536.21",174.98M,-0.22%
2/13/07,"12,654.85","12,549.19","12,658.22","12,549.19",204.94M,0.81%
2/14/07,"12,741.86","12,651.29","12,759.40","12,651.21",210.88M,0.69%
2/15/07,"12,765.01","12,741.70","12,779.03","12,728.72",183.28M,0.18%
2/16/07,"12,767.57","12,764.13","12,769.17","12,744.02",243.56M,0.02%
2/20/07,"12,786.64","12,766.85","12,795.93","12,704.68",205.76M,0.15%
2/21/07,"12,738.41","12,782.87","12,782.87","12,707.17",213.47M,-0.38%
2/22/07,"12,686.02","12,735.77","12,763.73","12,650.61",206.86M,-0.41%
2/23/07,"12,647.48","12,679.89","12,682.13","12,628.02",215.43M,-0.30%
2/26/07,"12,632.26","12,647.88","12,697.23","12,608.47",230.08M,-0.12%
2/27/07,"12,216.24","12,628.90","12,629.38","12,086.06",393.30M,-3.29%
2/28/07,"12,268.63","12,214.92","12,353.47","12,186.04",412.82M,0.43%
3/1/07,"12,234.34","12,265.59","12,289.22","12,059.54",372.01M,-0.28%
3/2/07,"12,114.10","12,233.78","12,247.40","12,107.37",315.18M,-0.98%
3/5/07,"12,050.41","12,111.61","12,188.84","12,039.11",278.77M,-0.53%
3/6/07,"12,207.59","12,051.17","12,224.41","12,050.61",278.81M,1.30%
3/7/07,"12,192.45","12,204.46","12,256.94","12,178.99",263.54M,-0.12%
3/8/07,"12,260.70","12,193.33","12,303.64","12,193.33",241.07M,0.56%
3/9/07,"12,276.32","12,262.06","12,330.88","12,228.50",211.04M,0.13%
3/12/07,"12,318.62","12,275.68","12,349.95","12,246.52",219.58M,0.34%
3/13/07,"12,075.96","12,307.49","12,307.57","12,071.48",312.34M,-1.97%
3/14/07,"12,133.40","12,074.52","12,142.94","11,939.61",333.45M,0.48%
3/15/07,"12,159.68","12,133.16","12,188.12","12,105.92",232.60M,0.22%
3/16/07,"12,110.41","12,160.16","12,190.36","12,082.13",388.66M,-0.41%
3/19/07,"12,226.17","12,110.41","12,234.67","12,110.41",208.48M,0.96%
3/20/07,"12,288.10","12,226.81","12,294.03","12,213.11",196.62M,0.51%
3/21/07,"12,447.52","12,288.98","12,480.45","12,263.51",246.00M,1.30%
3/22/07,"12,461.14","12,446.72","12,476.28","12,408.51",232.69M,0.11%
3/23/07,"12,481.01","12,460.50","12,511.05","12,448.65",206.41M,0.16%
3/26/07,"12,469.07","12,480.37","12,486.78","12,367.17",219.96M,-0.10%
3/27/07,"12,397.29","12,468.59","12,468.67","12,377.27",209.03M,-0.58%
3/28/07,"12,300.36","12,396.49","12,396.49","12,257.42",224.83M,-0.78%
3/29/07,"12,348.75","12,301.48","12,381.91","12,267.59",208.16M,0.39%
3/30/07,"12,354.35","12,348.91","12,416.68","12,242.60",233.63M,0.05%
4/2/07,"12,382.30","12,354.52","12,394.98","12,324.28",209.42M,0.23%
4/3/07,"12,510.30","12,379.05","12,534.27","12,379.05",220.47M,1.03%
4/4/07,"12,530.05","12,511.36","12,541.51","12,495.75",210.13M,0.16%
4/5/07,"12,560.20","12,523.22","12,572.47","12,500.39",164.93M,0.24%
4/9/07,"12,569.14","12,562.64","12,593.60","12,555.32",191.59M,0.07%
4/10/07,"12,573.85","12,568.49","12,588.56","12,549.47",214.69M,0.04%
4/11/07,"12,484.62","12,573.12","12,580.03","12,455.85",245.47M,-0.71%
4/12/07,"12,552.96","12,483.64","12,557.35","12,428.22",218.30M,0.55%
4/13/07,"12,612.13","12,551.91","12,615.38","12,530.21",224.24M,0.47%
4/16/07,"12,720.46","12,611.64","12,731.18","12,611.31",225.02M,0.86%
4/17/07,"12,773.04","12,719.56","12,790.02","12,707.45",256.88M,0.41%
4/18/07,"12,803.84","12,771.08","12,838.46","12,728.99",261.95M,0.24%
4/19/07,"12,808.63","12,799.77","12,830.08","12,734.92",262.59M,0.04%
4/20/07,"12,961.98","12,811.15","12,966.29","12,810.17",415.65M,1.20%
4/23/07,"12,919.40","12,961.49","12,983.92","12,916.63",223.28M,-0.33%
4/24/07,"12,953.94","12,919.64","12,989.86","12,901.68",238.39M,0.27%
4/25/07,"13,089.89","12,951.42","13,107.45","12,951.42",250.17M,1.05%
4/26/07,"13,105.50","13,088.84","13,132.80","13,068.12",251.62M,0.12%
4/27/07,"13,120.94","13,104.04","13,148.00","13,073.40",270.91M,0.12%
4/30/07,"13,062.91","13,120.21","13,162.06","13,061.53",264.09M,-0.44%
5/1/07,"13,136.14","13,062.75","13,137.76","13,041.30",248.96M,0.56%
5/2/07,"13,211.88","13,133.94","13,256.33","13,130.53",251.34M,0.58%
5/3/07,"13,241.38","13,206.65","13,246.82","13,196.03",247.24M,0.22%
5/4/07,"13,264.62","13,243.08","13,284.53","13,228.78",236.32M,0.18%
5/7/07,"13,312.97","13,264.13","13,317.69","13,260.80",206.19M,0.36%
5/8/07,"13,309.07","13,309.40","13,314.43","13,237.56",225.60M,-0.03%
5/9/07,"13,362.87","13,300.62","13,369.29","13,278.35",237.04M,0.40%
5/10/07,"13,215.13","13,359.05","13,359.13","13,210.90",224.64M,-1.11%
5/11/07,"13,326.22","13,212.20","13,333.45","13,212.04",210.57M,0.84%
5/14/07,"13,346.78","13,325.81","13,383.76","13,297.04",199.62M,0.15%
5/15/07,"13,383.84","13,346.05","13,481.60","13,339.47",265.25M,0.28%
5/16/07,"13,487.53","13,374.13","13,489.57","13,363.93",237.79M,0.77%
5/17/07,"13,476.73","13,486.96","13,516.71","13,447.79",195.81M,-0.08%
5/18/07,"13,556.53","13,476.40","13,558.48","13,476.40",282.94M,0.59%
5/21/07,"13,542.88","13,556.53","13,586.03","13,529.14",215.54M,-0.10%
5/22/07,"13,539.95","13,544.99","13,586.68","13,528.98",201.29M,-0.02%
5/23/07,"13,525.65","13,540.84","13,609.76","13,505.17",208.26M,-0.11%
5/24/07,"13,441.13","13,522.60","13,624.55","13,423.90",240.81M,-0.62%
5/25/07,"13,507.28","13,441.94","13,516.14","13,440.07",183.47M,0.49%
5/29/07,"13,521.34","13,507.28","13,564.66","13,465.35",205.62M,0.10%
5/30/07,"13,633.08","13,517.89","13,636.09","13,456.73",224.78M,0.83%
5/31/07,"13,627.64","13,633.00","13,673.07","13,614.72",243.51M,-0.04%
6/1/07,"13,668.11","13,628.69","13,692.00","13,624.39",212.78M,0.30%
6/4/07,"13,676.32","13,667.21","13,690.38","13,618.78",177.83M,0.06%
6/5/07,"13,595.46","13,673.19","13,673.51","13,551.00",223.04M,-0.59%
6/6/07,"13,465.67","13,590.66","13,591.07","13,437.31",236.83M,-0.95%
6/7/07,"13,266.73","13,463.48","13,480.22","13,259.82",298.88M,-1.48%
6/8/07,"13,424.39","13,267.14","13,431.22","13,251.53",242.00M,1.19%
6/11/07,"13,424.96","13,423.74","13,478.11","13,381.64",180.25M,0.00%
6/12/07,"13,295.01","13,424.39","13,449.50","13,294.61",233.42M,-0.97%
6/13/07,"13,482.35","13,287.62","13,485.12","13,287.62",253.05M,1.41%
6/14/07,"13,553.72","13,482.43","13,581.61","13,479.35",228.68M,0.53%
6/15/07,"13,639.48","13,556.65","13,688.66","13,556.49",425.08M,0.63%
6/18/07,"13,612.98","13,639.00","13,667.94","13,608.76",174.38M,-0.19%
6/19/07,"13,635.42","13,611.68","13,652.17","13,577.22",233.72M,0.16%
6/20/07,"13,489.42","13,636.56","13,674.36","13,483.25",274.67M,-1.07%
6/21/07,"13,545.84","13,486.66","13,564.21","13,398.87",241.17M,0.42%
6/22/07,"13,360.26","13,545.03","13,545.11","13,359.69",380.87M,-1.37%
6/25/07,"13,352.05","13,360.09","13,488.77","13,299.78",251.72M,-0.06%
6/26/07,"13,337.66","13,352.37","13,452.52","13,308.72",240.95M,-0.11%
6/27/07,"13,427.73","13,336.93","13,433.01","13,259.86",246.02M,0.68%
6/28/07,"13,422.28","13,427.48","13,498.29","13,389.28",207.13M,-0.04%
6/29/07,"13,408.62","13,422.61","13,524.54","13,314.00",262.11M,-0.10%
7/2/07,"13,535.43","13,409.60","13,537.87","13,409.52",196.41M,0.95%
7/3/07,"13,577.30","13,531.53","13,591.69","13,531.53",111.58M,0.31%
7/5/07,"13,565.84","13,576.24","13,580.06","13,513.49",188.84M,-0.08%
7/6/07,"13,611.68","13,559.01","13,633.63","13,537.95",176.04M,0.34%
7/9/07,"13,649.97","13,612.66","13,670.46","13,609.00",192.84M,0.28%
7/10/07,"13,501.70","13,648.59","13,649.24","13,496.17",274.42M,-1.09%
7/11/07,"13,577.87","13,500.40","13,590.95","13,474.79",224.41M,0.56%
7/12/07,"13,861.73","13,579.33","13,869.94","13,579.17",300.52M,2.09%
7/13/07,"13,907.25","13,859.86","13,932.29","13,845.88",223.82M,0.33%
7/16/07,"13,950.98","13,907.09","13,989.11","13,894.98",209.07M,0.31%
7/17/07,"13,971.55","13,951.96","14,021.95","13,942.85",266.02M,0.15%
7/18/07,"13,918.22","13,955.05","13,965.94","13,823.60",324.40M,-0.38%
7/19/07,"14,000.41","13,918.79","14,015.85","13,918.79",265.39M,0.59%
7/20/07,"13,851.08","14,000.73","14,009.27","13,797.67",377.65M,-1.07%
7/23/07,"13,943.42","13,851.73","13,973.99","13,851.73",237.45M,0.67%
7/24/07,"13,716.95","13,940.90","13,940.99","13,701.59",296.99M,-1.62%
7/25/07,"13,785.07","13,718.25","13,822.22","13,674.84",266.86M,0.50%
7/26/07,"13,473.57","13,783.12","13,783.45","13,335.30",426.88M,-2.26%
7/27/07,"13,265.47","13,472.68","13,520.80","13,265.47",337.12M,-1.54%
7/30/07,"13,358.31","13,266.21","13,397.73","13,219.14",295.45M,0.70%
7/31/07,"13,211.99","13,360.66","13,498.53","13,199.79",319.89M,-1.10%
8/1/07,"13,362.37","13,211.09","13,393.02","13,132.65",355.96M,1.14%
8/2/07,"13,463.33","13,357.82","13,503.33","13,350.42",264.83M,0.76%
8/3/07,"13,181.91","13,462.25","13,471.79","13,175.24",301.80M,-2.09%
8/6/07,"13,468.78","13,183.13","13,470.16","13,158.58",311.81M,2.18%
8/7/07,"13,504.30","13,467.72","13,608.11","13,347.17",273.34M,0.26%
8/8/07,"13,657.86","13,497.23","13,695.82","13,484.79",288.04M,1.14%
8/9/07,"13,270.68","13,652.33","13,652.33","13,270.68",362.49M,-2.83%
8/10/07,"13,239.54","13,270.59","13,306.52","13,057.86",338.56M,-0.23%
8/13/07,"13,236.53","13,238.24","13,338.15","13,219.46",215.26M,-0.02%
8/14/07,"13,028.92","13,235.72","13,269.78","13,018.27",269.12M,-1.57%
