Date,Price,Open,High,Low,Vol.,Change %
5/17/85,"1,285.34","1,277.16","1,292.40","1,276.06",,0.57%
5/20/85,"1,304.88","1,294.68","1,306.43","1,292.22",,1.52%
5/21/85,"1,309.70","1,304.88","1,312.61","1,301.75",,0.37%
5/22/85,"1,303.76","1,309.59","1,309.59","1,297.38",,-0.45%
5/23/85,"1,296.71","1,303.76","1,303.88","1,296.15",,-0.54%
5/24/85,"1,301.97","1,296.71","1,302.08","1,294.80",,0.41%
5/28/85,"1,301.52","1,302.08","1,309.14","1,296.48",,-0.03%
5/29/85,"1,302.98","1,301.64","1,303.20","1,296.26",,0.11%
5/30/85,"1,305.78","1,302.98","1,307.01","1,299.06",,0.21%
5/31/85,"1,315.41","1,305.67","1,316.87","1,302.87",,0.74%
6/3/85,"1,310.93","1,315.19","1,320.90","1,307.68",,-0.34%
6/4/85,"1,315.30","1,310.82","1,317.65","1,307.35",,0.33%
6/5/85,"1,320.56","1,315.30","1,324.82","1,315.30",,0.40%
6/6/85,"1,327.28","1,320.56","1,327.28","1,314.29",,0.51%
6/7/85,"1,316.42","1,326.95","1,329.75","1,315.86",,-0.82%
6/10/85,"1,318.44","1,316.42","1,318.43","1,312.16",,0.15%
6/11/85,"1,313.84","1,318.32","1,319.33","1,312.72",,-0.35%
6/12/85,"1,306.34","1,313.96","1,314.07","1,305.44",,-0.57%
6/13/85,"1,290.10","1,306.23","1,306.23","1,288.42",,-1.24%
6/14/85,"1,300.96","1,290.10","1,300.96","1,290.10",,0.84%
6/17/85,"1,298.39","1,300.96","1,300.96","1,292.79",,-0.20%
6/18/85,"1,304.77","1,298.28","1,307.12","1,298.05",,0.49%
6/19/85,"1,297.38","1,305.00","1,309.25","1,297.37",,-0.57%
6/20/85,"1,299.73","1,297.38","1,299.73","1,291.55",,0.18%
6/21/85,"1,324.48","1,299.73","1,324.48","1,296.71",,1.90%
6/24/85,"1,320.56","1,324.15","1,324.15","1,311.60",,-0.30%
6/25/85,"1,323.03","1,320.56","1,333.89","1,320.23",,0.19%
6/26/85,"1,323.81","1,323.03","1,325.27","1,318.44",,0.06%
6/27/85,"1,332.21","1,324.82","1,334.57","1,324.82",,0.63%
6/28/85,"1,335.46","1,332.21","1,336.13","1,330.20",,0.24%
7/1/85,"1,337.14","1,335.34","1,337.37","1,327.17",,0.13%
7/2/85,"1,334.01","1,335.68","1,340.28","1,332.77",,-0.23%
7/3/85,"1,326.39","1,334.01","1,334.68","1,325.83",,-0.57%
7/5/85,"1,334.45","1,326.73","1,336.36","1,326.73",,0.61%
7/8/85,"1,328.41","1,334.34","1,334.34","1,324.60",,-0.45%
7/9/85,"1,321.91","1,328.63","1,328.63","1,320.45",,-0.49%
7/10/85,"1,332.89","1,321.91","1,332.88","1,320.79",,0.83%
7/11/85,"1,337.70","1,331.77","1,337.69","1,331.77",,0.36%
7/12/85,"1,338.60","1,337.12","1,339.94","1,334.34",,0.07%
7/15/85,"1,335.46","1,338.04","1,345.21","1,333.33",,-0.23%
7/16/85,"1,347.89","1,336.13","1,348.34","1,335.46",,0.93%
7/17/85,"1,357.97","1,348.12","1,359.21","1,348.12",,0.75%
7/18/85,"1,350.92","1,357.82","1,358.87","1,350.36",,-0.52%
7/19/85,"1,359.54","1,350.65","1,359.66","1,350.25",,0.64%
7/22/85,"1,357.64","1,359.43","1,359.43","1,351.25",,-0.14%
7/23/85,"1,351.81","1,356.52","1,367.61","1,350.13",,-0.43%
7/24/85,"1,348.90","1,351.81","1,351.97","1,340.50",,-0.22%
7/25/85,"1,353.61","1,349.01","1,354.39","1,344.42",,0.35%
7/26/85,"1,357.08","1,353.16","1,360.33","1,349.46",,0.26%
7/29/85,"1,343.86","1,356.63","1,356.63","1,342.29",,-0.97%
7/30/85,"1,346.10","1,344.31","1,346.77","1,339.94",,0.17%
7/31/85,"1,347.45","1,345.99","1,352.93","1,345.32",,0.10%
8/1/85,"1,355.62","1,348.90","1,356.52","1,347.45",,0.61%
8/2/85,"1,353.05","1,354.86","1,355.06","1,350.69",,-0.19%
8/5/85,"1,346.89","1,351.81","1,351.81","1,341.40",,-0.46%
8/6/85,"1,325.16","1,345.99","1,348.01","1,322.92",,-1.61%
8/7/85,"1,325.04","1,321.77","1,325.60","1,320.65",,-0.01%
8/8/85,"1,329.86","1,324.84","1,330.31","1,323.25",,0.36%
8/9/85,"1,320.79","1,329.86","1,330.09","1,320.78",,-0.68%
8/12/85,"1,314.29","1,321.01","1,321.35","1,313.17",,-0.49%
8/13/85,"1,315.30","1,314.63","1,320.90","1,306.00",,0.08%
8/14/85,"1,316.98","1,315.50","1,321.35","1,315.50",,0.13%
8/15/85,"1,317.76","1,317.09","1,321.80","1,311.83",,0.06%
8/16/85,"1,312.72","1,317.28","1,317.28","1,311.49",,-0.38%
8/19/85,"1,312.50","1,312.84","1,315.97","1,311.16",,-0.02%
8/20/85,"1,323.70","1,314.28","1,325.38","1,314.28",,0.85%
8/21/85,"1,329.53","1,324.04","1,329.53","1,322.92",,0.44%
8/22/85,"1,318.10","1,329.53","1,331.65","1,316.76",,-0.86%
8/23/85,"1,318.32","1,318.06","1,319.11","1,313.84",,0.02%
8/26/85,"1,317.65","1,318.08","1,319.00","1,312.28",,-0.05%
8/27/85,"1,322.47","1,317.54","1,323.70","1,317.54",,0.37%
8/28/85,"1,331.09","1,322.47","1,331.21","1,321.80",,0.65%
8/29/85,"1,335.13","1,330.75","1,335.57","1,328.74",,0.30%
8/30/85,"1,334.01","1,335.01","1,336.58","1,327.51",,-0.08%
9/3/85,"1,329.19","1,334.01","1,334.01","1,324.48",,-0.36%
9/4/85,"1,326.72","1,329.08","1,330.31","1,322.13",,-0.19%
9/5/85,"1,325.83","1,326.73","1,328.63","1,321.24",,-0.07%
9/6/85,"1,335.69","1,326.50","1,337.93","1,326.05",,0.74%
9/9/85,"1,339.27","1,335.57","1,341.40","1,329.97",,0.27%
9/10/85,"1,333.45","1,339.27","1,341.06","1,329.19",,-0.43%
9/11/85,"1,319.44","1,328.41","1,329.86","1,317.43",,-1.05%
9/12/85,"1,312.39","1,319.44","1,322.13","1,310.15",,-0.53%
9/13/85,"1,307.68","1,312.16","1,317.20","1,300.74",,-0.36%
9/16/85,"1,309.14","1,307.67","1,309.70","1,305.44",,0.11%
9/17/85,"1,298.16","1,309.03","1,309.92","1,296.37",,-0.84%
9/18/85,"1,300.40","1,298.16","1,301.75","1,289.31",,0.17%
9/19/85,"1,306.79","1,300.29","1,306.78","1,295.81",,0.49%
9/20/85,"1,297.94","1,307.00","1,308.69","1,296.71",,-0.68%
9/23/85,"1,316.31","1,306.78","1,316.30","1,306.78",,1.42%
9/24/85,"1,321.12","1,316.31","1,321.46","1,312.28",,0.37%
9/25/85,"1,312.05","1,321.01","1,325.83","1,311.04",,-0.69%
9/26/85,"1,320.79","1,312.28","1,321.01","1,305.67",,0.67%
9/27/85,"1,321.01","1,321.01","1,321.01","1,321.01",,0.02%
9/30/85,"1,328.63","1,330.08","1,331.32","1,318.55",,0.58%
10/1/85,"1,340.95","1,327.61","1,340.95","1,326.84",,0.93%
10/2/85,"1,333.67","1,340.95","1,345.54","1,333.45",,-0.54%
10/3/85,"1,333.11","1,333.69","1,341.06","1,328.52",,-0.04%
10/4/85,"1,328.74","1,333.11","1,333.11","1,324.37",,-0.33%
10/7/85,"1,324.37","1,328.74","1,329.86","1,319.89",,-0.33%
10/8/85,"1,325.49","1,324.35","1,329.53","1,319.89",,0.08%
10/9/85,"1,326.72","1,325.49","1,332.55","1,324.04",,0.09%
10/10/85,"1,328.07","1,326.68","1,328.29","1,322.02",,0.10%
10/11/85,"1,339.94","1,328.07","1,339.94","1,325.94",,0.89%
10/14/85,"1,354.73","1,339.38","1,354.73","1,339.38",,1.10%
10/15/85,"1,350.81","1,354.73","1,360.78","1,347.89",,-0.29%
10/16/85,"1,368.50","1,351.03","1,368.73","1,350.81",,1.31%
10/17/85,"1,369.29","1,368.50","1,372.76","1,362.46",,0.06%
10/18/85,"1,368.84","1,368.95","1,378.14","1,365.93",,-0.03%
10/21/85,"1,364.14","1,368.84","1,369.62","1,362.90",,-0.34%
10/22/85,"1,364.36","1,364.14","1,370.07","1,363.02",,0.02%
10/23/85,"1,367.16","1,364.36","1,367.50","1,362.68",,0.21%
10/24/85,"1,362.34","1,367.50","1,368.73","1,362.01",,-0.35%
10/25/85,"1,356.52","1,362.34","1,363.58","1,355.29",,-0.43%
10/28/85,"1,359.99","1,356.52","1,360.10","1,351.25",,0.26%
10/29/85,"1,368.73","1,359.88","1,374.22","1,359.77",,0.64%
10/30/85,"1,375.57","1,368.12","1,375.57","1,367.55",,0.50%
10/31/85,"1,374.31","1,375.76","1,377.87","1,369.04",,-0.09%
11/1/85,"1,390.25","1,374.08","1,390.25","1,372.13",,1.16%
11/4/85,"1,389.68","1,388.76","1,393.92","1,382.22",,-0.04%
11/5/85,"1,396.67","1,389.01","1,398.05","1,385.89",,0.50%
11/6/85,"1,403.44","1,397.25","1,404.13","1,392.66",,0.48%
11/7/85,"1,399.54","1,403.42","1,406.65","1,396.10",,-0.28%
11/8/85,"1,404.36","1,399.43","1,407.57","1,394.72",,0.34%
11/11/85,"1,431.88","1,404.59","1,431.88","1,404.59",,1.96%
11/12/85,"1,433.60","1,432.00","1,440.37","1,427.52",,0.12%
11/13/85,"1,427.75","1,433.72","1,435.09","1,424.31",,-0.41%
11/14/85,"1,439.22","1,427.64","1,440.83","1,424.54",,0.80%
11/15/85,"1,435.09","1,439.33","1,446.33","1,433.37",,-0.29%
11/18/85,"1,440.02","1,435.09","1,440.02","1,429.93",,0.34%
11/19/85,"1,438.99","1,440.02","1,447.36","1,433.83",,-0.07%
11/20/85,"1,439.22","1,437.96","1,445.07","1,437.27",,0.02%
11/21/85,"1,462.27","1,438.53","1,462.27","1,438.53",,1.60%
11/22/85,"1,464.33","1,462.27","1,469.04","1,458.49",,0.14%
11/25/85,"1,456.65","1,464.33","1,464.33","1,454.13",,-0.52%
11/26/85,"1,456.77","1,457.29","1,462.73","1,454.13",,0.01%
11/27/85,"1,475.69","1,456.88","1,476.15","1,456.88",,1.30%
11/29/85,"1,472.13","1,475.76","1,483.03","1,467.90",,-0.24%
12/2/85,"1,457.91","1,472.25","1,473.17","1,456.54",,-0.97%
12/3/85,"1,459.06","1,457.91","1,461.93","1,453.44",,0.08%
12/4/85,"1,484.40","1,459.17","1,485.67","1,459.17",,1.74%
12/5/85,"1,482.91","1,484.40","1,500.46","1,482.34",,-0.10%
12/6/85,"1,477.18","1,482.91","1,482.91","1,466.90",,-0.39%
12/9/85,"1,497.02","1,477.04","1,499.89","1,476.95",,1.34%
12/10/85,"1,499.20","1,496.90","1,505.73","1,492.20",,0.15%
12/11/85,"1,511.70","1,499.06","1,513.88","1,496.67",,0.83%
12/12/85,"1,511.24","1,511.24","1,516.28","1,503.78",,-0.03%
12/13/85,"1,535.21","1,511.24","1,537.50","1,511.24",,1.59%
12/16/85,"1,553.10","1,536.24","1,563.76","1,523.89",,1.17%
12/17/85,"1,544.50","1,553.10","1,560.32","1,543.58",,-0.55%
12/18/85,"1,542.43","1,544.61","1,554.59","1,536.24",,-0.13%
12/19/85,"1,543.92","1,542.43","1,545.99","1,538.19",,0.10%
12/20/85,"1,543.00","1,543.81","1,559.29","1,542.89",,-0.06%
12/23/85,"1,528.78","1,543.00","1,543.00","1,524.54",,-0.92%
12/24/85,"1,519.15","1,528.90","1,529.13","1,514.33",,-0.63%
12/26/85,"1,526.49","1,519.19","1,527.06","1,518.46",,0.48%
12/27/85,"1,543.00","1,526.49","1,543.23","1,523.78",,1.08%
12/30/85,"1,550.46","1,545.07","1,551.49","1,540.14",,0.48%
12/31/85,"1,546.67","1,550.92","1,556.31","1,546.56",,-0.24%
1/2/86,"1,537.73","1,546.67","1,546.79","1,522.89",,-0.58%
1/3/86,"1,549.20","1,537.84","1,551.49","1,537.84",,0.75%
1/6/86,"1,547.59","1,550.00","1,550.80","1,541.63",,-0.10%
1/7/86,"1,565.71","1,550.80","1,566.51","1,550.80",,1.17%
1/8/86,"1,526.61","1,565.94","1,570.41","1,521.90",,-2.50%
1/9/86,"1,518.23","1,526.61","1,526.61","1,503.56",,-0.55%
1/10/86,"1,513.53","1,517.89","1,523.85","1,507.00",,-0.31%
1/13/86,"1,520.53","1,513.65","1,520.53","1,510.09",,0.46%
1/14/86,"1,519.04","1,520.41","1,526.15","1,512.84",,-0.10%
1/15/86,"1,527.29","1,519.04","1,529.24","1,518.35",,0.54%
1/16/86,"1,541.63","1,527.29","1,541.63","1,523.74",,0.94%
1/17/86,"1,536.70","1,539.56","1,543.35","1,527.29",,-0.32%
1/20/86,"1,529.13","1,536.35","1,536.35","1,522.82",,-0.49%
1/21/86,"1,514.45","1,529.13","1,532.80","1,508.72",,-0.96%
1/22/86,"1,502.29","1,514.11","1,518.92","1,501.61",,-0.80%
1/23/86,"1,511.24","1,501.95","1,514.79","1,497.71",,0.60%
1/24/86,"1,529.93","1,511.24","1,531.31","1,511.24",,1.24%
1/27/86,"1,537.61","1,529.93","1,542.20","1,529.93",,0.50%
1/28/86,"1,556.42","1,537.27","1,556.42","1,537.27",,1.22%
1/29/86,"1,558.94","1,556.08","1,571.67","1,555.39",,0.16%
1/30/86,"1,552.18","1,558.95","1,567.43","1,550.23",,-0.43%
1/31/86,"1,570.99","1,552.18","1,577.29","1,551.38",,1.21%
2/3/86,"1,594.27","1,571.10","1,595.30","1,568.81",,1.48%
2/4/86,"1,593.23","1,594.27","1,603.21","1,581.42",,-0.07%
2/5/86,"1,593.12","1,593.12","1,594.84","1,579.59",,-0.01%
2/6/86,"1,600.69","1,592.43","1,612.04","1,592.43",,0.48%
2/7/86,"1,613.42","1,600.69","1,619.27","1,582.68",,0.80%
2/10/86,"1,626.38","1,613.30","1,626.72","1,610.32",,0.80%
2/11/86,"1,622.82","1,626.38","1,630.50","1,620.76",,-0.22%
2/12/86,"1,629.93","1,622.82","1,633.03","1,619.84",,0.44%
2/13/86,"1,645.07","1,629.93","1,645.06","1,623.62",,0.93%
2/14/86,"1,664.45","1,644.61","1,664.45","1,640.14",,1.18%
2/18/86,"1,678.78","1,664.45","1,679.13","1,654.47",,0.86%
2/19/86,"1,658.26","1,679.01","1,685.55","1,650.99",,-1.22%
2/20/86,"1,672.82","1,658.49","1,672.82","1,649.08",,0.88%
2/21/86,"1,697.71","1,672.94","1,697.59","1,672.94",,1.49%
2/24/86,"1,698.28","1,697.59","1,704.36","1,688.07",,0.03%
2/25/86,"1,692.66","1,698.39","1,698.39","1,682.57",,-0.33%
2/26/86,"1,696.90","1,692.66","1,704.13","1,689.33",,0.25%
2/27/86,"1,713.99","1,696.90","1,715.83","1,688.99",,1.01%
2/28/86,"1,709.06","1,713.53","1,720.53","1,696.10",,-0.29%
3/3/86,"1,696.67","1,708.49","1,709.06","1,689.68",,-0.72%
3/4/86,"1,686.42","1,696.56","1,714.79","1,681.46",,-0.60%
3/5/86,"1,686.66","1,685.42","1,685.55","1,671.98",,0.01%
3/6/86,"1,696.60","1,686.66","1,701.75","1,686.66",,0.59%
3/7/86,"1,699.83","1,696.36","1,704.62","1,693.49",,0.19%
3/10/86,"1,702.95","1,697.92","1,707.85","1,696.47",,0.18%
3/11/86,"1,746.05","1,703.07","1,747.61","1,703.07",,2.53%
3/12/86,"1,745.45","1,746.05","1,764.97","1,744.25",,-0.03%
3/13/86,"1,753.71","1,746.65","1,759.58","1,745.57",,0.47%
3/14/86,"1,792.74","1,753.71","1,792.86","1,753.71",,2.23%
3/17/86,"1,776.82","1,782.08","1,782.81","1,769.40",,-0.89%
3/18/86,"1,789.87","1,776.82","1,800.29","1,770.59",,0.73%
3/19/86,"1,787.95","1,789.75","1,798.25","1,781.25",,-0.11%
3/20/86,"1,804.24","1,787.96","1,812.74","1,787.96",,0.91%
3/21/86,"1,768.56","1,804.24","1,813.10","1,768.55",,-1.98%
3/24/86,"1,782.93","1,768.56","1,788.91","1,767.36",,0.81%
3/25/86,"1,778.50","1,782.81","1,784.36","1,770.59",,-0.25%
3/26/86,"1,810.70","1,778.50","1,813.46","1,778.50",,1.81%
3/27/86,"1,821.72","1,810.82","1,841.24","1,810.82",,0.61%
3/31/86,"1,818.61","1,821.84","1,831.90","1,816.33",,-0.17%
4/1/86,"1,790.11","1,818.37","1,823.52","1,784.24",,-1.57%
4/2/86,"1,795.26","1,789.75","1,796.70","1,775.50",,0.29%
4/3/86,"1,766.40","1,795.26","1,801.60","1,761.14",,-1.61%
4/4/86,"1,739.22","1,766.76","1,766.76","1,736.11",,-1.54%
4/7/86,"1,735.51","1,739.10","1,740.90","1,718.15",,-0.21%
4/8/86,"1,769.76","1,735.51","1,774.31","1,735.51",,1.97%
4/9/86,"1,778.62","1,769.76","1,791.19","1,762.81",,0.50%
4/10/86,"1,794.30","1,777.66","1,797.17","1,773.95",,0.88%
4/11/86,"1,790.18","1,794.06","1,807.46","1,786.00",,-0.23%
4/14/86,"1,805.31","1,790.71","1,807.83","1,786.62",,0.85%
4/15/86,"1,809.65","1,805.72","1,814.65","1,799.02",,0.24%
4/16/86,"1,847.97","1,810.19","1,854.35","1,810.06",,2.12%
4/17/86,"1,855.03","1,848.52","1,861.04","1,843.93",,0.38%
4/18/86,"1,840.40","1,855.03","1,861.91","1,840.40",,-0.79%
4/21/86,"1,855.90","1,840.70","1,857.57","1,839.46",,0.84%
4/22/86,"1,830.98","1,855.90","1,859.13","1,822.42",,-1.34%
4/23/86,"1,829.61","1,831.23","1,831.23","1,809.77",,-0.07%
4/24/86,"1,831.72","1,828.62","1,842.01","1,827.63",,0.12%
4/25/86,"1,835.57","1,831.72","1,839.16","1,821.43",,0.21%
4/28/86,"1,843.75","1,835.07","1,843.87","1,827.26",,0.45%
4/29/86,"1,825.89","1,843.75","1,852.43","1,819.07",,-0.97%
4/30/86,"1,783.98","1,825.89","1,826.89","1,781.75",,-2.30%
5/1/86,"1,777.78","1,783.73","1,788.81","1,772.07",,-0.35%
5/2/86,"1,774.68","1,777.78","1,790.80","1,768.97",,-0.17%
5/5/86,"1,793.77","1,774.31","1,794.81","1,773.69",,1.08%
5/6/86,"1,787.95","1,789.93","1,797.37","1,781.50",,-0.32%
5/7/86,"1,775.30","1,788.07","1,788.19","1,759.92",,-0.71%
5/8/86,"1,786.21","1,775.55","1,792.16","1,775.55",,0.61%
5/9/86,"1,789.43","1,783.98","1,791.91","1,773.81",,0.18%
5/12/86,"1,787.33","1,789.43","1,796.75","1,784.10",,-0.12%
5/13/86,"1,785.34","1,787.08","1,794.64","1,780.26",,-0.11%
5/14/86,"1,808.28","1,785.59","1,808.28","1,783.98",,1.28%
5/15/86,"1,774.68","1,807.17","1,807.17","1,771.70",,-1.86%
5/16/86,"1,759.80","1,774.80","1,774.80","1,755.95",,-0.84%
5/19/86,"1,758.18","1,759.80","1,763.77","1,751.86",,-0.09%
5/20/86,"1,783.98","1,758.18","1,784.97","1,755.58",,1.47%
5/21/86,"1,775.17","1,784.10","1,791.67","1,775.17",,-0.49%
5/22/86,"1,806.30","1,775.17","1,808.66","1,775.17",,1.75%
5/23/86,"1,823.29","1,805.93","1,833.33","1,805.93",,0.94%
5/27/86,"1,853.03","1,823.29","1,853.03","1,823.29",,1.63%
5/28/86,"1,878.28","1,848.72","1,883.13","1,848.72",,1.36%
5/29/86,"1,882.35","1,878.67","1,887.59","1,864.64",,0.22%
5/30/86,"1,876.71","1,882.21","1,895.20","1,868.57",,-0.30%
6/2/86,"1,861.95","1,876.21","1,881.73","1,849.70",,-0.79%
6/3/86,"1,870.43","1,861.68","1,870.43","1,852.26",,0.46%
6/4/86,"1,863.29","1,870.43","1,876.35","1,848.36",,-0.38%
6/5/86,"1,879.44","1,860.87","1,879.44","1,857.24",,0.87%
6/6/86,"1,885.90","1,879.44","1,887.51","1,874.06",,0.34%
6/9/86,"1,840.15","1,885.90","1,885.90","1,837.86",,-2.43%
6/10/86,"1,837.19","1,840.15","1,844.05","1,823.47",,-0.16%
6/11/86,"1,846.07","1,837.19","1,846.07","1,831.40",,0.48%
6/12/86,"1,838.13","1,846.21","1,847.15","1,833.96",,-0.43%
6/13/86,"1,874.19","1,838.13","1,878.36","1,838.13",,1.96%
6/16/86,"1,871.77","1,874.19","1,882.94","1,870.69",,-0.13%
6/17/86,"1,865.78","1,872.38","1,879.13","1,861.65",,-0.32%
6/18/86,"1,868.94","1,865.91","1,872.80","1,851.05",,0.17%
6/19/86,"1,855.86","1,868.81","1,874.45","1,855.86",,-0.70%
6/20/86,"1,879.54","1,856.28","1,879.54","1,854.90",,1.28%
6/23/86,"1,864.26","1,879.54","1,879.54","1,858.76",,-0.81%
6/24/86,"1,875.55","1,864.26","1,885.32","1,859.58",,0.61%
6/25/86,"1,885.05","1,875.41","1,897.58","1,875.41",,0.51%
6/26/86,"1,880.20","1,885.10","1,890.53","1,873.38",,-0.26%
6/27/86,"1,885.26","1,879.92","1,890.04","1,879.36",,0.27%
6/30/86,"1,892.72","1,884.84","1,903.54","1,883.86",,0.40%
7/1/86,"1,903.54","1,892.86","1,904.25","1,888.08",,0.57%
7/2/86,"1,909.03","1,903.54","1,913.39","1,899.47",,0.29%
7/3/86,"1,900.87","1,908.89","1,911.42","1,896.09",,-0.43%
7/7/86,"1,839.00","1,899.32","1,899.32","1,837.18",,-3.25%
7/8/86,"1,820.73","1,839.00","1,839.00","1,807.79",,-0.99%
7/9/86,"1,826.07","1,821.01","1,830.29","1,814.12",,0.29%
7/10/86,"1,831.83","1,825.93","1,831.83","1,804.98",,0.32%
7/11/86,"1,821.43","1,831.69","1,834.36","1,817.21",,-0.57%
7/14/86,"1,793.45","1,821.43","1,821.43","1,793.31",,-1.54%
7/15/86,"1,768.70","1,793.59","1,802.17","1,767.44",,-1.38%
7/16/86,"1,774.18","1,769.83","1,787.54","1,768.70",,0.31%
7/17/86,"1,781.78","1,776.15","1,787.96","1,773.76",,0.43%
7/18/86,"1,777.98","1,781.78","1,800.06","1,762.23",,-0.21%
7/21/86,"1,779.11","1,779.95","1,783.46","1,772.08",,0.06%
7/22/86,"1,795.13","1,779.11","1,796.54","1,777.14",,0.90%
7/23/86,"1,798.37","1,794.99","1,805.54","1,790.07",,0.18%
7/24/86,"1,791.62","1,797.38","1,801.04","1,785.01",,-0.38%
7/25/86,"1,810.04","1,792.04","1,812.99","1,791.90",,1.03%
7/28/86,"1,773.90","1,810.18","1,810.74","1,768.84",,-2.00%
7/29/86,"1,766.87","1,773.76","1,779.25","1,764.76",,-0.40%
7/30/86,"1,779.39","1,766.87","1,785.29","1,752.81",,0.71%
7/31/86,"1,775.31","1,779.67","1,784.03","1,774.47",,-0.23%
8/1/86,"1,763.64","1,775.45","1,782.06","1,760.12",,-0.66%
8/4/86,"1,769.97","1,763.64","1,779.11","1,737.77",,0.36%
8/5/86,"1,777.00","1,770.11","1,790.07","1,770.11",,0.40%
8/6/86,"1,779.53","1,776.57","1,782.06","1,764.76",,0.14%
8/7/86,"1,786.28","1,779.53","1,794.01","1,775.17",,0.38%
8/8/86,"1,782.62","1,784.03","1,792.18","1,777.42",,-0.20%
8/11/86,"1,811.16","1,782.62","1,815.66","1,782.48",,1.60%
8/12/86,"1,835.49","1,812.15","1,835.49","1,810.32",,1.34%
8/13/86,"1,844.49","1,835.35","1,855.74","1,830.29",,0.49%
8/14/86,"1,844.91","1,844.49","1,854.05","1,839.57",,0.02%
8/15/86,"1,855.60","1,844.77","1,855.60","1,838.16",,0.58%
8/18/86,"1,869.52","1,855.60","1,869.52","1,846.74",,0.75%
8/19/86,"1,862.91","1,869.52","1,869.52","1,855.03",,-0.35%
8/20/86,"1,881.33","1,863.05","1,881.32","1,859.25",,0.99%
8/21/86,"1,881.19","1,881.05","1,885.83","1,874.02",,-0.01%
8/22/86,"1,887.80","1,881.19","1,887.80","1,877.11",,0.35%
8/25/86,"1,871.77","1,887.65","1,888.64","1,869.94",,-0.85%
8/26/86,"1,904.25","1,871.63","1,904.67","1,871.63",,1.74%
8/27/86,"1,904.53","1,904.25","1,911.00","1,898.76",,0.01%
8/28/86,"1,900.17","1,896.79","1,912.26","1,896.25",,-0.23%
8/29/86,"1,898.34","1,896.93","1,911.24","1,890.63",,-0.10%
9/2/86,"1,870.36","1,898.35","1,906.92","1,865.15",,-1.47%
9/3/86,"1,881.33","1,870.36","1,881.61","1,861.51",,0.59%
9/4/86,"1,919.71","1,881.19","1,921.96","1,881.19",,2.04%
9/5/86,"1,899.75","1,919.57","1,927.02","1,897.92",,-1.04%
9/8/86,"1,888.64","1,899.89","1,900.45","1,877.53",,-0.58%
9/9/86,"1,884.14","1,888.36","1,903.82","1,878.94",,-0.24%
9/10/86,"1,879.50","1,884.14","1,886.67","1,873.45",,-0.25%
9/11/86,"1,792.89","1,879.50","1,879.50","1,790.35",,-4.61%
9/12/86,"1,758.72","1,792.74","1,795.98","1,743.39",,-1.91%
9/15/86,"1,767.58","1,758.58","1,777.28","1,750.42",,0.50%
9/16/86,"1,778.54","1,767.58","1,778.54","1,745.50",,0.62%
9/17/86,"1,769.40","1,778.54","1,789.93","1,766.73",,-0.51%
9/18/86,"1,774.18","1,769.40","1,782.20","1,757.31",,0.27%
9/19/86,"1,762.65","1,773.90","1,773.90","1,760.26",,-0.65%
9/22/86,"1,793.45","1,762.37","1,793.45","1,762.37",,1.75%
9/23/86,"1,797.81","1,793.31","1,801.18","1,786.70",,0.24%
9/24/86,"1,803.29","1,797.81","1,810.04","1,797.10",,0.30%
9/25/86,"1,768.56","1,803.29","1,803.29","1,759.70",,-1.93%
9/26/86,"1,769.69","1,768.56","1,783.60","1,758.01",,0.06%
9/29/86,"1,755.20","1,769.68","1,769.68","1,737.20",,-0.82%
9/30/86,"1,767.58","1,755.20","1,783.32","1,755.20",,0.71%
10/1/86,"1,782.90","1,767.44","1,796.82","1,767.44",,0.87%
10/2/86,"1,781.21","1,782.90","1,789.79","1,772.92",,-0.09%
10/3/86,"1,774.18","1,781.21","1,799.07","1,765.75",,-0.39%
10/6/86,"1,784.45","1,774.32","1,789.09","1,768.70",,0.58%
10/7/86,"1,784.45","1,784.17","1,788.95","1,774.04",,0.00%
10/8/86,"1,803.85","1,782.20","1,805.68","1,776.57",,1.09%
10/9/86,"1,796.82","1,803.85","1,816.09","1,795.42",,-0.39%
10/10/86,"1,793.17","1,797.24","1,800.06","1,790.35",,-0.20%
10/13/86,"1,798.37","1,793.17","1,798.37","1,790.64",,0.29%
10/14/86,"1,800.20","1,798.37","1,808.77","1,790.64",,0.10%
10/15/86,"1,831.69","1,800.06","1,831.83","1,798.23",,1.75%
10/16/86,"1,836.19","1,831.70","1,843.93","1,830.29",,0.25%
10/17/86,"1,837.04","1,836.19","1,836.61","1,825.08",,0.05%
10/20/86,"1,811.02","1,833.94","1,833.94","1,803.01",,-1.42%
10/21/86,"1,805.68","1,810.88","1,815.94","1,797.67",,-0.29%
10/22/86,"1,808.35","1,805.68","1,812.57","1,802.87",,0.15%
10/23/86,"1,834.93","1,808.21","1,839.85","1,808.21",,1.47%
10/24/86,"1,832.26","1,834.65","1,842.94","1,830.85",,-0.15%
10/27/86,"1,841.82","1,832.26","1,841.82","1,820.87",,0.52%
10/28/86,"1,845.47","1,841.96","1,858.55","1,841.82",,0.20%
10/29/86,"1,851.80","1,845.33","1,857.42","1,842.80",,0.34%
10/30/86,"1,878.37","1,851.80","1,880.76","1,851.80",,1.43%
10/31/86,"1,877.81","1,878.37","1,884.14","1,868.11",,-0.03%
11/3/86,"1,894.26","1,877.81","1,894.54","1,876.83",,0.88%
11/4/86,"1,892.44","1,894.40","1,896.51","1,880.20",,-0.10%
11/5/86,"1,899.04","1,892.72","1,902.14","1,883.86",,0.35%
